Word,Method1,Method2,Jaccard_Similarity
fibrotic,gpt,wordnet,0.0
fibrotic,llama,mw,0.043478260869565216
fibrotic,llama,wordnet,0.0
fibrotic,mw,wordnet,0.0
scleroderma,deepseek,gpt,0.2
scleroderma,deepseek,llama,0.0
scleroderma,deepseek,mw,0.0
scleroderma,deepseek,wordnet,0.2
scleroderma,gpt,llama,0.25
scleroderma,gpt,mw,0.0
scleroderma,gpt,wordnet,0.0
scleroderma,llama,mw,0.0
scleroderma,llama,wordnet,0.0
scleroderma,mw,wordnet,0.0
breach,deepseek,gpt,0.38461538461538464
breach,deepseek,llama,0.5454545454545454
breach,deepseek,mw,0.1891891891891892
breach,deepseek,wordnet,0.17647058823529413
breach,gpt,llama,0.26666666666666666
breach,gpt,mw,0.15
breach,gpt,wordnet,0.15789473684210525
breach,llama,mw,0.15384615384615385
breach,llama,wordnet,0.16666666666666666
breach,mw,wordnet,0.14285714285714285
bunce,deepseek,gpt,0.0
bunce,deepseek,llama,0.0
bunce,deepseek,mw,0.0
bunce,deepseek,wordnet,0.0
bunce,gpt,llama,0.125
bunce,gpt,mw,0.0
bunce,gpt,wordnet,0.09090909090909091
bunce,llama,mw,0.0
bunce,llama,wordnet,0.0
bunce,mw,wordnet,0.0
wired,deepseek,gpt,0.07142857142857142
wired,deepseek,llama,0.125
wired,deepseek,mw,0.0
wired,deepseek,wordnet,0.0
wired,gpt,llama,0.25
wired,gpt,mw,0.04918032786885246
wired,gpt,wordnet,0.0
wired,llama,mw,0.06349206349206349
wired,llama,wordnet,0.0
wired,mw,wordnet,0.0
polymorphism,deepseek,gpt,0.18181818181818182
polymorphism,deepseek,llama,0.4444444444444444
polymorphism,deepseek,mw,0.0
polymorphism,deepseek,wordnet,0.0
polymorphism,gpt,llama,0.25
polymorphism,gpt,mw,0.0
polymorphism,gpt,wordnet,0.0
polymorphism,llama,mw,0.0
polymorphism,llama,wordnet,0.0
polymorphism,mw,wordnet,0.0
blitz,deepseek,gpt,0.4166666666666667
blitz,deepseek,llama,0.38461538461538464
blitz,deepseek,mw,0.2564102564102564
blitz,deepseek,wordnet,0.0
blitz,gpt,llama,0.25
blitz,gpt,mw,0.15
blitz,gpt,wordnet,0.0
blitz,llama,mw,0.11904761904761904
blitz,llama,wordnet,0.0
blitz,mw,wordnet,0.023809523809523808
regurgitation,deepseek,gpt,0.08333333333333333
regurgitation,deepseek,llama,0.4
regurgitation,deepseek,mw,0.0
regurgitation,deepseek,wordnet,0.4
regurgitation,gpt,llama,0.2222222222222222
regurgitation,gpt,mw,0.0
regurgitation,gpt,wordnet,0.1
regurgitation,llama,mw,0.0
regurgitation,llama,wordnet,0.3333333333333333
regurgitation,mw,wordnet,0.0
communicative,deepseek,gpt,0.3125
communicative,deepseek,llama,0.4
communicative,deepseek,mw,0.2564102564102564
communicative,deepseek,wordnet,0.0
communicative,gpt,llama,0.3333333333333333
communicative,gpt,mw,0.1282051282051282
communicative,gpt,wordnet,0.0
communicative,llama,mw,0.15789473684210525
communicative,llama,wordnet,0.0
communicative,mw,wordnet,0.0
composition,deepseek,gpt,0.2
composition,deepseek,llama,0.3333333333333333
composition,deepseek,mw,0.20833333333333334
composition,deepseek,wordnet,0.08
composition,gpt,llama,0.5
composition,gpt,mw,0.038461538461538464
composition,gpt,wordnet,0.0
composition,llama,mw,0.11538461538461539
composition,llama,wordnet,0.0
composition,mw,wordnet,0.16129032258064516
throughput,deepseek,gpt,0.5
throughput,deepseek,llama,0.5
throughput,deepseek,mw,0.25
throughput,deepseek,wordnet,0.0
throughput,gpt,llama,0.625
throughput,gpt,mw,0.3333333333333333
throughput,gpt,wordnet,0.0
throughput,llama,mw,0.2222222222222222
throughput,llama,wordnet,0.0
throughput,mw,wordnet,0.0
picket,deepseek,gpt,0.3076923076923077
picket,deepseek,llama,0.1111111111111111
picket,deepseek,mw,0.08163265306122448
picket,deepseek,wordnet,0.15789473684210525
picket,gpt,llama,0.18181818181818182
picket,gpt,mw,0.045454545454545456
picket,gpt,wordnet,0.0
picket,llama,mw,0.06521739130434782
picket,llama,wordnet,0.125
picket,mw,wordnet,0.0851063829787234
ringing,deepseek,gpt,0.45454545454545453
ringing,deepseek,llama,0.23076923076923078
ringing,deepseek,mw,0.035211267605633804
ringing,deepseek,wordnet,0.0
ringing,gpt,llama,0.5
ringing,gpt,mw,0.02877697841726619
ringing,gpt,wordnet,0.0
ringing,llama,mw,0.014184397163120567
ringing,llama,wordnet,0.0
ringing,mw,wordnet,0.0457516339869281
decrease,deepseek,gpt,0.3333333333333333
decrease,deepseek,llama,0.5
decrease,deepseek,mw,0.18181818181818182
decrease,deepseek,wordnet,0.08333333333333333
decrease,gpt,llama,0.38461538461538464
decrease,gpt,mw,0.11320754716981132
decrease,gpt,wordnet,0.17647058823529413
decrease,llama,mw,0.1568627450980392
decrease,llama,wordnet,0.1111111111111111
decrease,mw,wordnet,0.1509433962264151
gambling,deepseek,gpt,0.2
gambling,deepseek,llama,0.3333333333333333
gambling,deepseek,mw,0.13333333333333333
gambling,deepseek,wordnet,0.0
gambling,gpt,llama,0.6666666666666666
gambling,gpt,mw,0.06666666666666667
gambling,gpt,wordnet,0.06666666666666667
gambling,llama,mw,0.06666666666666667
gambling,llama,wordnet,0.06666666666666667
gambling,mw,wordnet,0.15151515151515152
redding,deepseek,gpt,0.0
redding,deepseek,llama,0.0
redding,deepseek,mw,0.0
redding,deepseek,wordnet,0.0
redding,gpt,llama,0.0
redding,gpt,mw,0.0
redding,gpt,wordnet,0.0
redding,llama,mw,0.0
redding,llama,wordnet,0.0
redding,mw,wordnet,0.0
specialty,deepseek,gpt,0.2
specialty,deepseek,llama,0.2857142857142857
specialty,deepseek,mw,0.05128205128205128
specialty,deepseek,wordnet,0.14285714285714285
specialty,gpt,llama,0.45454545454545453
specialty,gpt,mw,0.02631578947368421
specialty,gpt,wordnet,0.047619047619047616
specialty,llama,mw,0.02631578947368421
specialty,llama,wordnet,0.047619047619047616
specialty,mw,wordnet,0.0975609756097561
naturalization,deepseek,gpt,0.07142857142857142
naturalization,deepseek,llama,0.2727272727272727
naturalization,deepseek,mw,0.0
naturalization,deepseek,wordnet,0.0
naturalization,gpt,llama,0.125
naturalization,gpt,mw,0.041666666666666664
naturalization,gpt,wordnet,0.16666666666666666
naturalization,llama,mw,0.0
naturalization,llama,wordnet,0.0
naturalization,mw,wordnet,0.0
encourage,deepseek,gpt,0.38461538461538464
encourage,deepseek,llama,0.8181818181818182
encourage,deepseek,mw,0.10869565217391304
encourage,deepseek,wordnet,0.07142857142857142
encourage,gpt,llama,0.38461538461538464
encourage,gpt,mw,0.08888888888888889
encourage,gpt,wordnet,0.18181818181818182
encourage,llama,mw,0.10869565217391304
encourage,llama,wordnet,0.07142857142857142
encourage,mw,wordnet,0.06976744186046512
reprehensible,deepseek,gpt,0.45454545454545453
reprehensible,deepseek,llama,0.1875
reprehensible,deepseek,mw,0.26666666666666666
reprehensible,deepseek,wordnet,0.07142857142857142
reprehensible,gpt,llama,0.07142857142857142
reprehensible,gpt,mw,0.15384615384615385
reprehensible,gpt,wordnet,0.1
reprehensible,llama,mw,0.0
reprehensible,llama,wordnet,0.07692307692307693
reprehensible,mw,wordnet,0.0
wight,deepseek,gpt,0.42857142857142855
wight,deepseek,llama,0.2727272727272727
wight,deepseek,mw,0.08333333333333333
wight,deepseek,wordnet,0.1111111111111111
wight,gpt,llama,0.25
wight,gpt,mw,0.06060606060606061
wight,gpt,wordnet,0.2
wight,llama,mw,0.05405405405405406
wight,llama,wordnet,0.1111111111111111
wight,mw,wordnet,0.029411764705882353
undertake,deepseek,gpt,0.5
undertake,deepseek,llama,0.25
undertake,deepseek,mw,0.25
undertake,deepseek,wordnet,0.2
undertake,gpt,llama,0.15384615384615385
undertake,gpt,mw,0.1111111111111111
undertake,gpt,wordnet,0.08333333333333333
undertake,llama,mw,0.07142857142857142
undertake,llama,wordnet,0.2
undertake,mw,wordnet,0.0
eagle,deepseek,gpt,0.8
eagle,deepseek,llama,0.375
eagle,deepseek,mw,0.0
eagle,deepseek,wordnet,0.0
eagle,gpt,llama,0.42857142857142855
eagle,gpt,mw,0.0
eagle,gpt,wordnet,0.0
eagle,llama,mw,0.02127659574468085
eagle,llama,wordnet,0.0
eagle,mw,wordnet,0.0
veteran,deepseek,gpt,0.25
veteran,deepseek,llama,0.23076923076923078
veteran,deepseek,mw,0.12121212121212122
veteran,deepseek,wordnet,0.11764705882352941
veteran,gpt,llama,0.25
veteran,gpt,mw,0.09090909090909091
veteran,gpt,wordnet,0.125
veteran,llama,mw,0.05714285714285714
veteran,llama,wordnet,0.11764705882352941
veteran,mw,wordnet,0.14285714285714285
hyp,deepseek,gpt,0.0
hyp,deepseek,llama,0.0
hyp,deepseek,mw,0.0
hyp,deepseek,wordnet,0.0
hyp,gpt,llama,0.0
hyp,gpt,mw,0.0
hyp,gpt,wordnet,0.0
hyp,llama,mw,0.08695652173913043
hyp,llama,wordnet,0.0
hyp,mw,wordnet,0.0
meritorious,deepseek,gpt,0.36363636363636365
meritorious,deepseek,llama,0.5
meritorious,deepseek,mw,0.42857142857142855
meritorious,deepseek,wordnet,0.0
meritorious,gpt,llama,0.625
meritorious,gpt,mw,0.5
meritorious,gpt,wordnet,0.0
meritorious,llama,mw,0.5
meritorious,llama,wordnet,0.0
meritorious,mw,wordnet,0.0
translator,deepseek,gpt,0.25
translator,deepseek,llama,0.5714285714285714
translator,deepseek,mw,0.0
translator,deepseek,wordnet,0.2857142857142857
translator,gpt,llama,0.375
translator,gpt,mw,0.0
translator,gpt,wordnet,0.2857142857142857
translator,llama,mw,0.0
translator,llama,wordnet,0.42857142857142855
translator,mw,wordnet,0.0
listener,deepseek,gpt,0.4
listener,deepseek,llama,0.5555555555555556
listener,deepseek,mw,0.0
listener,deepseek,wordnet,0.3
listener,gpt,llama,0.25
listener,gpt,mw,0.0
listener,gpt,wordnet,0.2857142857142857
listener,llama,mw,0.0
listener,llama,wordnet,0.5
listener,mw,wordnet,0.0
oceanographer,deepseek,gpt,0.14285714285714285
oceanographer,deepseek,llama,0.125
oceanographer,deepseek,mw,0.0
oceanographer,deepseek,wordnet,0.0
oceanographer,gpt,llama,0.125
oceanographer,gpt,mw,0.0
oceanographer,gpt,wordnet,0.0
oceanographer,llama,mw,0.0
oceanographer,llama,wordnet,0.0
oceanographer,mw,wordnet,0.0
raider,deepseek,gpt,0.6
raider,deepseek,llama,0.6363636363636364
raider,deepseek,mw,0.09090909090909091
raider,deepseek,wordnet,0.3076923076923077
raider,gpt,llama,0.75
raider,gpt,mw,0.14285714285714285
raider,gpt,wordnet,0.18181818181818182
raider,llama,mw,0.1111111111111111
raider,llama,wordnet,0.25
raider,mw,wordnet,0.0
owe,deepseek,gpt,0.0
owe,deepseek,llama,0.25
owe,deepseek,mw,0.0
owe,deepseek,wordnet,0.0
owe,gpt,llama,0.0
owe,gpt,mw,0.0
owe,gpt,wordnet,0.0
owe,llama,mw,0.0
owe,llama,wordnet,0.0
owe,mw,wordnet,0.0
coliform,deepseek,gpt,0.125
coliform,deepseek,llama,0.3333333333333333
coliform,deepseek,mw,0.0
coliform,deepseek,wordnet,0.0
coliform,gpt,llama,0.4
coliform,gpt,mw,0.0
coliform,gpt,wordnet,0.0
coliform,llama,mw,0.0
coliform,llama,wordnet,0.0
coliform,mw,wordnet,0.0
fleshing,deepseek,gpt,0.42857142857142855
fleshing,deepseek,llama,0.4
fleshing,deepseek,mw,0.0
fleshing,deepseek,wordnet,0.0
fleshing,gpt,llama,0.5
fleshing,gpt,mw,0.0
fleshing,gpt,wordnet,0.0
fleshing,llama,mw,0.0
fleshing,llama,wordnet,0.0
fleshing,mw,wordnet,0.0
excavate,deepseek,gpt,0.14285714285714285
excavate,deepseek,llama,0.125
excavate,deepseek,mw,0.09090909090909091
excavate,deepseek,wordnet,0.14285714285714285
excavate,gpt,llama,0.4
excavate,gpt,mw,0.14285714285714285
excavate,gpt,wordnet,0.2
excavate,llama,mw,0.1111111111111111
excavate,llama,wordnet,0.16666666666666666
excavate,mw,wordnet,0.14285714285714285
billiards,deepseek,gpt,0.2857142857142857
billiards,deepseek,llama,0.6666666666666666
billiards,deepseek,mw,0.0
billiards,deepseek,wordnet,0.0
billiards,gpt,llama,0.4
billiards,gpt,mw,0.0
billiards,gpt,wordnet,0.0
billiards,llama,mw,0.0
billiards,llama,wordnet,0.0
billiards,mw,wordnet,0.0
interplay,deepseek,gpt,0.375
interplay,deepseek,llama,0.4
interplay,deepseek,mw,0.0
interplay,deepseek,wordnet,0.0
interplay,gpt,llama,0.18181818181818182
interplay,gpt,mw,0.0
interplay,gpt,wordnet,0.0
interplay,llama,mw,0.0
interplay,llama,wordnet,0.0
interplay,mw,wordnet,0.0
alumnus,deepseek,gpt,0.6666666666666666
alumnus,deepseek,llama,0.5
alumnus,deepseek,mw,0.0
alumnus,deepseek,wordnet,0.375
alumnus,gpt,llama,0.75
alumnus,gpt,mw,0.0
alumnus,gpt,wordnet,0.2857142857142857
alumnus,llama,mw,0.0
alumnus,llama,wordnet,0.14285714285714285
alumnus,mw,wordnet,0.0
silica,deepseek,gpt,0.2222222222222222
silica,deepseek,llama,0.2857142857142857
silica,deepseek,mw,0.0
silica,deepseek,wordnet,0.125
silica,gpt,llama,0.6
silica,gpt,mw,0.0
silica,gpt,wordnet,0.14285714285714285
silica,llama,mw,0.0
silica,llama,wordnet,0.2
silica,mw,wordnet,0.0
rosser,deepseek,gpt,0.0
rosser,deepseek,llama,0.0
rosser,deepseek,mw,0.0
rosser,deepseek,wordnet,0.0
rosser,gpt,llama,0.0
rosser,gpt,mw,0.0
rosser,gpt,wordnet,0.0
rosser,llama,mw,0.0
rosser,llama,wordnet,0.0
rosser,mw,wordnet,0.0
expressiveness,deepseek,gpt,0.25
expressiveness,deepseek,llama,0.36363636363636365
expressiveness,deepseek,mw,0.05405405405405406
expressiveness,deepseek,wordnet,0.0
expressiveness,gpt,llama,0.15384615384615385
expressiveness,gpt,mw,0.05405405405405406
expressiveness,gpt,wordnet,0.0
expressiveness,llama,mw,0.1
expressiveness,llama,wordnet,0.0
expressiveness,mw,wordnet,0.0
silk,deepseek,gpt,0.0
silk,deepseek,llama,0.0
silk,deepseek,mw,0.0
silk,deepseek,wordnet,0.0
silk,gpt,llama,0.3
silk,gpt,mw,0.0
silk,gpt,wordnet,0.0
silk,llama,mw,0.0
silk,llama,wordnet,0.0
silk,mw,wordnet,0.0
es,deepseek,gpt,0.0
es,deepseek,llama,0.0
es,deepseek,mw,0.0
es,deepseek,wordnet,0.0
es,gpt,llama,0.5
es,gpt,mw,0.0
es,gpt,wordnet,0.0
es,llama,mw,0.0
es,llama,wordnet,0.0
es,mw,wordnet,0.0
actually,deepseek,gpt,0.36363636363636365
actually,deepseek,llama,0.5
actually,deepseek,mw,0.3333333333333333
actually,deepseek,wordnet,0.18181818181818182
actually,gpt,llama,0.42857142857142855
actually,gpt,mw,0.26666666666666666
actually,gpt,wordnet,0.14285714285714285
actually,llama,mw,0.1875
actually,llama,wordnet,0.3333333333333333
actually,mw,wordnet,0.0625
boarder,deepseek,gpt,0.5
boarder,deepseek,llama,0.8
boarder,deepseek,mw,0.42857142857142855
boarder,deepseek,wordnet,0.3333333333333333
boarder,gpt,llama,0.6
boarder,gpt,mw,0.5
boarder,gpt,wordnet,0.4
boarder,llama,mw,0.5
boarder,llama,wordnet,0.4
boarder,mw,wordnet,0.3333333333333333
validity,deepseek,gpt,0.2
validity,deepseek,llama,0.46153846153846156
validity,deepseek,mw,0.06666666666666667
validity,deepseek,wordnet,0.05
validity,gpt,llama,0.375
validity,gpt,mw,0.011494252873563218
validity,gpt,wordnet,0.08333333333333333
validity,llama,mw,0.022988505747126436
validity,llama,wordnet,0.0
validity,mw,wordnet,0.011111111111111112
succession,deepseek,gpt,0.4166666666666667
succession,deepseek,llama,0.38461538461538464
succession,deepseek,mw,0.1016949152542373
succession,deepseek,wordnet,0.0625
succession,gpt,llama,0.5
succession,gpt,mw,0.05084745762711865
succession,gpt,wordnet,0.07692307692307693
succession,llama,mw,0.08620689655172414
succession,llama,wordnet,0.07142857142857142
succession,mw,wordnet,0.01639344262295082
behind,deepseek,gpt,0.2
behind,deepseek,llama,0.4444444444444444
behind,deepseek,mw,0.029850746268656716
behind,deepseek,wordnet,0.02702702702702703
behind,gpt,llama,0.2222222222222222
behind,gpt,mw,0.022556390977443608
behind,gpt,wordnet,0.0
behind,llama,mw,0.03787878787878788
behind,llama,wordnet,0.05714285714285714
behind,mw,wordnet,0.14893617021276595
explaining,deepseek,gpt,0.7
explaining,deepseek,llama,0.5
explaining,deepseek,mw,0.12280701754385964
explaining,deepseek,wordnet,0.0
explaining,gpt,llama,0.6666666666666666
explaining,gpt,mw,0.10909090909090909
explaining,gpt,wordnet,0.0
explaining,llama,mw,0.08771929824561403
explaining,llama,wordnet,0.0
explaining,mw,wordnet,0.05555555555555555
blake,deepseek,gpt,0.0
blake,deepseek,llama,0.0
blake,deepseek,mw,0.0
blake,deepseek,wordnet,0.0
blake,gpt,llama,0.0
blake,gpt,mw,0.0
blake,gpt,wordnet,0.0
blake,llama,mw,0.0
blake,llama,wordnet,0.0
blake,mw,wordnet,0.0
apiece,deepseek,gpt,0.2222222222222222
apiece,deepseek,llama,0.3
apiece,deepseek,mw,0.09090909090909091
apiece,deepseek,wordnet,0.08333333333333333
apiece,gpt,llama,0.14285714285714285
apiece,gpt,mw,0.05555555555555555
apiece,gpt,wordnet,0.14285714285714285
apiece,llama,mw,0.10526315789473684
apiece,llama,wordnet,0.1111111111111111
apiece,mw,wordnet,0.05
inhuman,deepseek,gpt,0.35294117647058826
inhuman,deepseek,llama,0.3888888888888889
inhuman,deepseek,mw,0.18181818181818182
inhuman,deepseek,wordnet,0.05555555555555555
inhuman,gpt,llama,0.6363636363636364
inhuman,gpt,mw,0.109375
inhuman,gpt,wordnet,0.0
inhuman,llama,mw,0.140625
inhuman,llama,wordnet,0.0
inhuman,mw,wordnet,0.03076923076923077
bluster,deepseek,gpt,0.38461538461538464
bluster,deepseek,llama,0.25
bluster,deepseek,mw,0.043010752688172046
bluster,deepseek,wordnet,0.23809523809523808
bluster,gpt,llama,0.3333333333333333
bluster,gpt,mw,0.02197802197802198
bluster,gpt,wordnet,0.15789473684210525
bluster,llama,mw,0.03260869565217391
bluster,llama,wordnet,0.14285714285714285
bluster,mw,wordnet,0.052083333333333336
quercetin,deepseek,gpt,0.6
quercetin,deepseek,llama,0.5
quercetin,deepseek,mw,0.0
quercetin,deepseek,wordnet,0.0
quercetin,gpt,llama,0.4
quercetin,gpt,mw,0.0
quercetin,gpt,wordnet,0.0
quercetin,llama,mw,0.0
quercetin,llama,wordnet,0.0
quercetin,mw,wordnet,0.0
federation,deepseek,gpt,0.5
federation,deepseek,llama,0.38461538461538464
federation,deepseek,mw,0.5
federation,deepseek,wordnet,0.08333333333333333
federation,gpt,llama,0.4444444444444444
federation,gpt,mw,0.3333333333333333
federation,gpt,wordnet,0.14285714285714285
federation,llama,mw,0.35714285714285715
federation,llama,wordnet,0.1
federation,mw,wordnet,0.16666666666666666
governing,deepseek,gpt,0.45454545454545453
governing,deepseek,llama,0.5833333333333334
governing,deepseek,mw,0.09
governing,deepseek,wordnet,0.0
governing,gpt,llama,0.36363636363636365
governing,gpt,mw,0.05
governing,gpt,wordnet,0.0
governing,llama,mw,0.06930693069306931
governing,llama,wordnet,0.0
governing,mw,wordnet,0.018518518518518517
toy,deepseek,gpt,0.23529411764705882
toy,deepseek,llama,0.2222222222222222
toy,deepseek,mw,0.0
toy,deepseek,wordnet,0.045454545454545456
toy,gpt,llama,0.5
toy,gpt,mw,0.0
toy,gpt,wordnet,0.06666666666666667
toy,llama,mw,0.0
toy,llama,wordnet,0.0625
toy,mw,wordnet,0.043010752688172046
poly,deepseek,gpt,0.0
poly,deepseek,llama,0.0
poly,deepseek,mw,0.0
poly,deepseek,wordnet,0.0
poly,gpt,llama,0.42857142857142855
poly,gpt,mw,0.0
poly,gpt,wordnet,0.0
poly,llama,mw,0.0
poly,llama,wordnet,0.0
poly,mw,wordnet,0.0
enlarging,deepseek,gpt,0.5
enlarging,deepseek,llama,0.6363636363636364
enlarging,deepseek,mw,0.05555555555555555
enlarging,deepseek,wordnet,0.0
enlarging,gpt,llama,0.7777777777777778
enlarging,gpt,mw,0.037037037037037035
enlarging,gpt,wordnet,0.0
enlarging,llama,mw,0.04672897196261682
enlarging,llama,wordnet,0.0
enlarging,mw,wordnet,0.017699115044247787
repository,deepseek,gpt,0.3333333333333333
repository,deepseek,llama,0.6666666666666666
repository,deepseek,mw,0.23076923076923078
repository,deepseek,wordnet,0.06666666666666667
repository,gpt,llama,0.6
repository,gpt,mw,0.3333333333333333
repository,gpt,wordnet,0.09090909090909091
repository,llama,mw,0.3333333333333333
repository,llama,wordnet,0.06666666666666667
repository,mw,wordnet,0.09090909090909091
confinement,deepseek,gpt,0.46153846153846156
confinement,deepseek,llama,0.7272727272727273
confinement,deepseek,mw,0.21052631578947367
confinement,deepseek,wordnet,0.05555555555555555
confinement,gpt,llama,0.45454545454545453
confinement,gpt,mw,0.17647058823529413
confinement,gpt,wordnet,0.06666666666666667
confinement,llama,mw,0.17647058823529413
confinement,llama,wordnet,0.0
confinement,mw,wordnet,0.05263157894736842
wax,deepseek,gpt,0.0
wax,deepseek,llama,0.0
wax,deepseek,mw,0.1323529411764706
wax,deepseek,wordnet,0.25
wax,gpt,llama,0.09090909090909091
wax,gpt,mw,0.0
wax,gpt,wordnet,0.0
wax,llama,mw,0.0
wax,llama,wordnet,0.0
wax,mw,wordnet,0.043478260869565216
seaweed,deepseek,gpt,0.18181818181818182
seaweed,deepseek,llama,0.16666666666666666
seaweed,deepseek,mw,0.0
seaweed,deepseek,wordnet,0.0
seaweed,gpt,llama,0.2857142857142857
seaweed,gpt,mw,0.0
seaweed,gpt,wordnet,0.0
seaweed,llama,mw,0.0
seaweed,llama,wordnet,0.0
seaweed,mw,wordnet,0.0
sequence,deepseek,gpt,0.46153846153846156
sequence,deepseek,llama,0.5
sequence,deepseek,mw,0.09722222222222222
sequence,deepseek,wordnet,0.058823529411764705
sequence,gpt,llama,0.8571428571428571
sequence,gpt,mw,0.05714285714285714
sequence,gpt,wordnet,0.08333333333333333
sequence,llama,mw,0.057971014492753624
sequence,llama,wordnet,0.09090909090909091
sequence,mw,wordnet,0.0
phi,deepseek,gpt,0.2857142857142857
phi,deepseek,llama,0.1111111111111111
phi,deepseek,mw,0.0
phi,deepseek,wordnet,0.0
phi,gpt,llama,0.16666666666666666
phi,gpt,mw,0.0
phi,gpt,wordnet,0.0
phi,llama,mw,0.0
phi,llama,wordnet,0.0
phi,mw,wordnet,0.0
finally,deepseek,gpt,0.625
finally,deepseek,llama,0.5714285714285714
finally,deepseek,mw,0.058823529411764705
finally,deepseek,wordnet,0.5
finally,gpt,llama,0.7142857142857143
finally,gpt,mw,0.05714285714285714
finally,gpt,wordnet,0.7777777777777778
finally,llama,mw,0.06060606060606061
finally,llama,wordnet,0.5555555555555556
finally,mw,wordnet,0.08333333333333333
pho,deepseek,gpt,0.16666666666666666
pho,deepseek,llama,0.14285714285714285
pho,deepseek,mw,0.0
pho,deepseek,wordnet,0.0
pho,gpt,llama,0.4
pho,gpt,mw,0.0
pho,gpt,wordnet,0.0
pho,llama,mw,0.0
pho,llama,wordnet,0.0
pho,mw,wordnet,0.0
misleading,deepseek,gpt,0.3076923076923077
misleading,deepseek,llama,0.2
misleading,deepseek,mw,0.05063291139240506
misleading,deepseek,wordnet,0.058823529411764705
misleading,gpt,llama,0.15384615384615385
misleading,gpt,mw,0.03896103896103896
misleading,gpt,wordnet,0.07142857142857142
misleading,llama,mw,0.038461538461538464
misleading,llama,wordnet,0.06666666666666667
misleading,mw,wordnet,0.038461538461538464
divining,deepseek,gpt,0.3333333333333333
divining,deepseek,llama,0.2857142857142857
divining,deepseek,mw,0.08602150537634409
divining,deepseek,wordnet,0.0
divining,gpt,llama,0.5555555555555556
divining,gpt,mw,0.031914893617021274
divining,gpt,wordnet,0.0
divining,llama,mw,0.03125
divining,llama,wordnet,0.0
divining,mw,wordnet,0.0
carbide,deepseek,gpt,0.0
carbide,deepseek,llama,0.5
carbide,deepseek,mw,0.0
carbide,deepseek,wordnet,0.0
carbide,gpt,llama,0.0
carbide,gpt,mw,0.0
carbide,gpt,wordnet,0.0
carbide,llama,mw,0.0
carbide,llama,wordnet,0.0
carbide,mw,wordnet,0.0
carter,deepseek,gpt,0.6
carter,deepseek,llama,0.5
carter,deepseek,mw,0.0
carter,deepseek,wordnet,0.0
carter,gpt,llama,0.16666666666666666
carter,gpt,mw,0.0
carter,gpt,wordnet,0.0
carter,llama,mw,0.0
carter,llama,wordnet,0.0
carter,mw,wordnet,0.0
thresh,deepseek,gpt,0.2222222222222222
thresh,deepseek,llama,0.4444444444444444
thresh,deepseek,mw,0.047619047619047616
thresh,deepseek,wordnet,0.21428571428571427
thresh,gpt,llama,0.42857142857142855
thresh,gpt,mw,0.0
thresh,gpt,wordnet,0.0
thresh,llama,mw,0.015625
thresh,llama,wordnet,0.06666666666666667
thresh,mw,wordnet,0.029850746268656716
nongovernmental,deepseek,gpt,0.36363636363636365
nongovernmental,deepseek,llama,0.2857142857142857
nongovernmental,deepseek,mw,0.0
nongovernmental,deepseek,wordnet,0.0
nongovernmental,gpt,llama,0.3
nongovernmental,gpt,mw,0.0
nongovernmental,gpt,wordnet,0.0
nongovernmental,llama,mw,0.0
nongovernmental,llama,wordnet,0.0
nongovernmental,mw,wordnet,0.0
kin,deepseek,gpt,0.45454545454545453
kin,deepseek,llama,0.6
kin,deepseek,mw,0.075
kin,deepseek,wordnet,0.2
kin,gpt,llama,0.7142857142857143
kin,gpt,mw,0.05128205128205128
kin,gpt,wordnet,0.17647058823529413
kin,llama,mw,0.05128205128205128
kin,llama,wordnet,0.25
kin,mw,wordnet,0.07142857142857142
navigational,deepseek,gpt,0.2222222222222222
navigational,deepseek,llama,0.5
navigational,deepseek,mw,0.0
navigational,deepseek,wordnet,0.0
navigational,gpt,llama,0.1
navigational,gpt,mw,0.0
navigational,gpt,wordnet,0.0
navigational,llama,mw,0.0
navigational,llama,wordnet,0.0
navigational,mw,wordnet,0.0
money,deepseek,gpt,0.35294117647058826
money,deepseek,llama,0.47058823529411764
money,deepseek,mw,0.055865921787709494
money,deepseek,wordnet,0.0
money,gpt,llama,0.5
money,gpt,mw,0.03409090909090909
money,gpt,wordnet,0.0
money,llama,mw,0.05142857142857143
money,llama,wordnet,0.0
money,mw,wordnet,0.005747126436781609
perforated,deepseek,gpt,0.3
perforated,deepseek,llama,0.5555555555555556
perforated,deepseek,mw,0.4
perforated,deepseek,wordnet,0.3
perforated,gpt,llama,0.3
perforated,gpt,mw,0.17647058823529413
perforated,gpt,wordnet,0.2
perforated,llama,mw,0.3125
perforated,llama,wordnet,0.18181818181818182
perforated,mw,wordnet,0.17647058823529413
wholesome,deepseek,gpt,0.5
wholesome,deepseek,llama,0.5333333333333333
wholesome,deepseek,mw,0.03125
wholesome,deepseek,wordnet,0.07692307692307693
wholesome,gpt,llama,0.6363636363636364
wholesome,gpt,mw,0.07692307692307693
wholesome,gpt,wordnet,0.0
wholesome,llama,mw,0.07142857142857142
wholesome,llama,wordnet,0.0
wholesome,mw,wordnet,0.0
barret,deepseek,gpt,0.6
barret,deepseek,llama,0.3333333333333333
barret,deepseek,mw,0.041666666666666664
barret,deepseek,wordnet,0.0
barret,gpt,llama,0.2
barret,gpt,mw,0.045454545454545456
barret,gpt,wordnet,0.0
barret,llama,mw,0.0
barret,llama,wordnet,0.0
barret,mw,wordnet,0.0
